conversation_id,speaker_id,start_time,end_time,text,outcome
112304_72,0,31.0,36.25,"No hidden fees whatsoever. There's no cost to switch, no contract lock-in, and you'll even keep your current payment method and service reliability.",sale
112304_72,1,36.62,38.95,And if I want to go back or switch again later?,sale
112304_72,0,39.1,41.4,You’re free to change or cancel the plan at any time without penalty.,sale
112304_72,1,41.62,44.37,"Alright, what do I need to do to get started?",sale
112304_72,0,44.5,49.33,"All I need to do is verify your service address—it’s still 218 Willow Lane, correct?—and confirm your consent on this recorded call, then I’ll send the new agreement to your email.",sale
112304_72,1,49.45,50.0,That’s right.,sale
112304_72,0,50.11,54.05,"Perfect. To confirm, do you agree to enroll in the Meadowfield Advantage Plan at $0.11 per kWh, with an $8 monthly bill credit for the next 12 months?",sale
112304_72,1,54.19,54.88,"Yes, that sounds good to me.",sale
112304_72,0,55.05,57.91,"Thank you, Mr. Carter! You’re all set—I’ll email confirmation in just a few minutes.",sale
112304_72,1,57.99,59.36,"Thanks for your help, Sophie.",sale
112304_72,0,59.62,62.05,"You’re welcome! If you have any questions, just reply to the email or call us any time. Have a wonderful day!",sale
67841_73,0,1.22,4.95,"Good afternoon, is this Mrs. Martinez? Hi, this is Jared from CitySaver Energy Solutions.",sale
67841_73,1,5.33,6.13,"Hi, yes, speaking.",sale
67841_73,0,6.8,11.32,"Fantastic! I'm reaching out because you’ve been a loyal customer with CitySaver, and we’re selecting certain clients for exclusive energy discounts tied to our new fixed-rate plan.",sale
67841_73,1,12.05,13.42,Exclusive discounts sound nice—what are the details?,sale
67841_73,0,13.97,18.54,"Absolutely! Essentially, you’d be switching to our SmartSaver Energy Plan. That gives you a locked-in kilowatt rate of $0.12 for the next twelve months, no surprises, plus a loyalty discount of $8 per month for the first year.",sale
67841_73,1,19.23,21.42,Is that cheaper than what I'm paying now? My bills vary a lot.,sale
67841_73,0,22.28,30.15,"I've checked your current plan—you’re paying between $0.148 and $0.164 per kWh with time-of-use surcharges. With SmartSaver, it’s $0.12 all day, every day, and your estimated annual savings are about $160 including the $8 monthly bill credit.",sale
67841_73,1,30.77,34.18,"That does sound better, especially with everything going up lately. Are there any long contracts?",sale
67841_73,0,34.68,38.87,"Great question. It's a 12-month agreement, but there’s no penalty if you change your mind—just let us know, and you can switch out with 30 days’ notice. No exit fees.",sale
67841_73,1,39.46,42.13,"That's reassuring. Is my current supplier changing, or is it just the rate?",sale
67841_73,0,42.88,47.0,You'll still have electricity from the same grid and provider—no service interruptions—just CitySaver manages your rate and savings. The transition is seamless.,sale
67841_73,1,47.4,49.2,Sounds simple enough. What do I need to do to finish enrollment?,sale
67841_73,0,50.03,54.55,"Just a quick confirmation—can you verify your address for me? It looks like I have 823 Hillcrest Avenue, correct?",sale
67841_73,1,55.01,55.81,"Yes, that’s my address.",sale
67841_73,0,56.32,59.97,"Perfect. And you’d like the monthly bill credit applied to your home account, correct?",sale
67841_73,1,60.55,61.33,"Yes, please.",sale
67841_73,0,61.96,67.19,"Awesome. Email confirmation will be sent to you today, and you’ll see the new rate reflected on your next cycle. I’ll just need your consent to switch over—may I proceed?",sale
67841_73,1,67.52,68.7,"Yes, you have my consent!",sale
67841_73,0,69.08,73.01,"Thank you, Mrs. Martinez. Welcome to SmartSaver! If you have questions, you can reach me at this number or reply to the email. Have a fantastic afternoon!",sale
18742_74,0,0.64,4.89,"Good afternoon, am I speaking with Ms. Thompson?",sale
18742_74,1,5.45,7.26,"Yes, this is she. Who's calling?",sale
18742_74,0,7.32,13.67,"Hi Ms. Thompson, this is Mark Lewis from GreenFlow Energy. I’m calling to thank you for being a loyal customer and to let you know you qualify for our newest energy plan with built-in discounts.",sale
18742_74,1,14.18,16.4,"Oh, really? What kind of discounts are we talking about?",sale
18742_74,0,16.62,22.15,"Great question! Our new plan guarantees a fixed rate of 12.2 cents per kWh for the next 12 months, with no hidden fees, plus a $30 bill credit for the first three months—just for switching.",sale
18742_74,1,23.07,25.08,A fixed rate actually sounds really good with how prices have been lately.,sale
18742_74,0,25.12,29.09,"Absolutely, and you’ll also get 24/7 local support and a free energy consumption tracker in our app to monitor your usage and savings month to month.",sale
18742_74,1,29.67,33.24,And there’s no other service or connection fee for switching plans?,sale
18742_74,0,33.66,36.74,No connection fees at all—we’ll handle the switch and paperwork with your current provider for you.,sale
18742_74,1,37.12,39.39,Sounds promising. Is there a contract or cancellation penalty?,sale
18742_74,0,39.83,44.27,"There’s a 12-month minimum term, but you can leave anytime with just 30 days notice and no penalty. We want you to stay because you want to, not because of a fee.",sale
18742_74,1,44.94,48.8,"Alright, I like the transparency. What do you need from me to enroll?",sale
18742_74,0,49.12,52.47,"Just a few quick details—your service address to confirm eligibility, your email for documents, and your preferred payment method. Everything is digital and secure.",sale
18742_74,1,53.08,56.15,"Sure, let’s do it. My address is 2854 Pacific Drive, and you can use the same email you have on file.",sale
18742_74,0,56.87,62.02,Perfect. I’ll process the details now and send you a confirmation email with everything in writing. You’ll see the new savings starting from your next billing cycle.,sale
18742_74,1,62.39,65.52,"Thanks, Mark. Looking forward to seeing the difference on my next bill!",sale
18742_74,0,65.94,69.3,"My pleasure, Ms. Thompson. Don’t hesitate to call me or our customer support any time. Welcome to the GreenFlow Savings Plan!",sale
68532_75,0,1.1,3.7,"Hello, is this Mrs. Evans? Good morning!",sale
68532_75,1,4.1,5.4,"Yes, this is she. Who's calling?",sale
68532_75,0,6.0,11.3,"Hi, my name is Daniel with BrightWave Energy. I'm reaching out because you qualify for an exclusive energy discount program in your area.",sale
68532_75,1,12.0,13.6,"Okay, what kind of discount are we talking about?",sale
68532_75,0,14.1,21.2,"Great question! We have a new fixed-rate energy plan that will drop your supply rate to 11.8 cents per kilowatt hour. Plus, you'll get an automatic $5 monthly bill credit for the next 12 months.",sale
68532_75,0,21.4,24.3,And—big bonus—you can keep your current utility company for delivery and service.,sale
68532_75,1,25.0,26.7,Does it lock me in? What if prices go down later?,sale
68532_75,0,27.2,33.5,"You're not locked in for years—it's a 12-month agreement, but if you cancel early, there's no cancellation fee. If prices drop, we can review your plan in six months to keep your savings up to date.",sale
68532_75,1,34.1,36.1,That sounds pretty good. Would my bill go down right away?,sale
68532_75,0,36.7,42.0,"Yes! On your first full bill after enrollment, you'll see the supply rate adjustment and your $5 bill credit show up automatically—no fuss.",sale
68532_75,1,42.6,44.1,And I don’t have to change anything else?,sale
68532_75,0,44.5,48.3,"Nope, your wires, meter, and service calls all stay exactly the same. The only change is on the supply section of your electric bill.",sale
68532_75,1,49.1,50.5,"Okay, I'm interested. What do you need from me to sign up?",sale
68532_75,0,51.0,56.5,"Great! I'll just need your utility account number, which you can find on any recent bill, plus the service address to make sure there's no interruption. Can you grab your most recent bill for me?",sale
68532_75,1,57.0,60.5,"Sure, give me one second… Okay, I’ve got it here.",sale
68532_75,0,61.1,68.2,"Perfect. You can read me the account number and I'll confirm your service address. Once I enter this, I’ll send you a confirmation email outlining your new rate and your monthly discount.",sale
68532_75,1,69.0,70.8,Here’s the account number—52789843—and the address is 19 Hawthorne Lane.,sale
68532_75,0,71.4,74.5,"Thank you, Mrs. Evans. I have everything set! Expect your welcome email within a few hours.",sale
68532_75,0,74.7,78.6,"If you have any other questions or need help, you can call our support line anytime.",sale
68532_75,1,79.2,80.4,"Sounds good, thank you very much!",sale
68532_75,0,80.7,82.5,You’re welcome! Have a lovely day and enjoy the savings.,sale
15192_76,0,1.17,4.71,"Good afternoon, may I speak with Mr. Hopkins? This is Sara Collins from BrightChoice Energy.",sale
15192_76,1,4.97,6.29,"Hello, Sara, yes, this is him.",sale
15192_76,0,6.7,13.25,"Hi, Mr. Hopkins! I’m reaching out because you've been a loyal customer, and we’re offering you early access to a new energy plan featuring a fixed-rate discount and an exclusive monthly bill credit. Do you have a moment to hear about the offer?",sale
15192_76,1,13.76,15.77,"Sure, I’m listening. What’s the deal?",sale
15192_76,0,16.14,22.28,"Great! You currently pay a variable rate, but with our new Advantage Saver plan, you’ll get 12.7 cents per kilowatt-hour—locked in for 12 months. Plus, there’s a $5 monthly credit for the first year. No extra fees, no early cancellation penalties.",sale
15192_76,1,22.67,25.54,Is that actually cheaper than what I have now? My bill keeps going up lately.,sale
15192_76,0,26.03,32.27,"Absolutely. I analyzed your recent bills—your current average rate is almost 15.1 cents. Switching will save you about $18 per month, plus that $5 bill credit. All together, that’s roughly $276 saved over the next year.",sale
15192_76,1,32.81,34.06,That’s pretty compelling. What’s the catch?,sale
15192_76,0,34.51,38.14,"No catch at all. The contract is 12 months, but if you leave before the end, there’s no penalty. We just want to reward loyal customers and build longer-term relationships.",sale
15192_76,1,38.68,41.04,"All right, how do I sign up? Any paperwork or a visit needed?",sale
15192_76,0,41.66,47.2,"It’s quick and easy—I can process it right over the phone. I just need to confirm your service address, the last four digits of your account number, and your preferred email to send the agreement for your records.",sale
15192_76,1,47.48,50.96,Sure. Address is 708 Willow View Lane. Last four are 1824. Email is hopkinsmj67@gmail.com.,sale
15192_76,0,51.34,55.78,"Perfect, thank you. Just to confirm—would you like the monthly bill credit applied to your next statement, or would you prefer it as a lump sum at the end of 12 months?",sale
15192_76,1,56.26,57.92,"Apply it monthly, please.",sale
15192_76,0,58.03,63.22,You got it! I’m finalizing everything now. You’ll receive a confirmation email within the next hour. Your new rate and credit kick in the next billing cycle. Do you have any questions for me?,sale
15192_76,1,63.57,65.62,"No, this sounds great. Thanks for helping me save, Sara.",sale
